chat_message,category
anyone up for PvP?,not_spam
Security alert! Unauthorized login attempt. Change password at: http://claim-reward.net/claim,spam
yep :),not_spam
"Hey, check out this cool new fan site for HeroesFall! http://discord-giveaway.com/claim",spam
What's everyone doing tonight?,not_spam
Is raid starting at 9 or 10?,not_spam
Unlock premium skins at http://freegold.ru/claim pls,spam
brb,not_spam
Guild meeting tonight at 8 PM.,not_spam
"Hey everyone, how's it going? :)",not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://win-cash.io/claim,spam
Anyone wanna do a dungeon run?,not_spam
LFG for Crimson Hydra raid.,not_spam
My friend made this awesome guide! It's at claim-reward.net,spam
Get 99999 gold for free! Join our discord: http://win-cash.io/claim,spam
Reset your password here now: http://account-verify.net/claim,spam
Click here to get a rare mount instantly: http://freegold.ru/claim,spam
Anyone wanna do a dungeon run?,not_spam
We found a bug that gives items. DM the link http://discord-giveaway.com/claim to get it.,spam
Can someone carry me through Epic Sword?,not_spam
GM event! Double XP for 24 hours! Claim your bonus here: discord-giveaway.com,spam
lag,not_spam
"Hey everyone, how's it going?",not_spam
Win $1000 playing EclipseOnline! Enter here: http://loot-claim.biz/claim,spam
"Nice transmog, dude!",not_spam
Selling rare mount. Whisper me. :),not_spam
My friend made this awesome guide! It's at http://claim-reward.net/claim,spam
any1 queueing for arenas?,not_spam
Need a healer for the dungeon!,not_spam
Who wants to 1v1?,not_spam
...,not_spam
Anyone wanna do a dungeon run?,not_spam
"Due to server issues, we need to verify your password. Go to: http://discord-giveaway.com/claim",spam
Get free RealmQuest with this program: http://account-verify.net/claim,spam
Click here to get a rare mount instantly: http://game-event.co/claim,spam
Guild meeting tonight at 8 PM.,not_spam
Verify to claim your reward: http://gamekeys.xyz/claim,spam
Your account has been temporarily suspended. Appeal here: http://freegold.ru/claim,spam
Reset your password here now: http://account-verify.net/claim,spam
"Hey, check out this cool new fan site for EclipseOnline! http://game-event.co/claim",spam
Get free HeroesFall with this program: http://secure-verify.org/claim,spam
Report Potion for griefing.,not_spam
"Nice transmog, dude!",not_spam
Anyone got extra Healer69 to sell?,not_spam
Cash prizes for top players! Register now: http://freegold.ru/claim,spam
Selling rare mount. Whisper me.,not_spam
Anyone wanna do a dungeon run?,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://discord-giveaway.com/claim,spam
"Nice transmog, dude!",not_spam
Win $1000 playing StormBringers! Enter here: http://win-cash.io/claim,spam
Your account has been temporarily suspended. Appeal here: http://loot-claim.biz/claim,spam
Who wants to 1v1?,not_spam
Security alert! Unauthorized login attempt. Change password at: http://gamekeys.xyz/claim,spam
Security alert! Unauthorized login attempt. Change password at: http://freeitems.online/claim,spam
Get 99999 gold for free! Join our discord: http://discord-giveaway.com/claim,spam
"Hello player, this is official support. Your account is at risk. Visit: http://claim-reward.net/claim",spam
LFG for Healer69 raid.,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://gamekeys.xyz/claim,spam
Join our private giveaway at http://loot-claim.biz/claim — winners announced soon!,spam
Unlock premium skins at http://freegold.ru/claim,spam
New game beta keys! Limited supply! Get yours at http://freegold.ru/claim,spam
Verify to claim your reward: secure-verify.org,spam
Join our private giveaway at http://gamekeys.xyz/claim — winners announced soon!,spam
Claim your free copy of Azeron here: http://win-cash.io/claim,spam
Get 99999 gold for free! Join our discord: http://game-event.co/claim,spam
afk,not_spam
Unlock premium skins at http://win-cash.io/claim,spam
"Hey, check out this cool new fan site for StormBringers! http://freegold.ru/claim",spam
Best hack tool for unlimited items! Download now: http://claim-reward.net/claim,spam
Need help with Mystic Ore boss.,not_spam
My friend made this awesome guide! It's at http://loot-claim.biz/claim pls,spam
Guild meeting tonight at 8 PM.,not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://claim-reward.net/claim,spam
Get 99999 gold for free! Join our discord: http://secure-verify.org/claim,spam
nice,not_spam
Is this quest bugged for anyone else?,not_spam
Anyone got extra Potion to sell?,not_spam
lag,not_spam
Your account has been detected for suspicious activity. Verify here: http://win-cash.io/claim,spam
"Hey, check out this cool new fan site for StormBringers! http://loot-claim.biz/claim",spam
Anyone wanna do a dungeon run?,not_spam
Official patch download: http://gamekeys.xyz/claim,spam
That boss mechanics are insane.,not_spam
Official patch download: http://freegold.ru/claim,spam
Need help with Phoenix Feather boss.,not_spam
Report Shadow Drake for griefing.,not_spam
...,not_spam
Need help with ProCarry boss.,not_spam
Cash prizes for top players! Register now: loot-claim.biz,spam
Welcome new members!,not_spam
Official patch download: http://freegold.ru/claim,spam
Security alert! Unauthorized login attempt. Change password at: http://claim-reward.net/claim,spam
Is anyone else having trouble with the game? This site helped me: http://secure-verify.org/claim,spam
New game beta keys! Limited supply! Get yours at http://freeitems.online/claim,spam
Claim your free copy of StormBringers here: http://gamekeys.xyz/claim,spam
Your account has been temporarily suspended. Appeal here: http://discord-giveaway.com/claim,spam
Your account has been detected for suspicious activity. Verify here: http://gamekeys.xyz/claim,spam
afk :),not_spam
Join our private giveaway at http://game-event.co/claim — winners announced soon!,spam
New game beta keys! Limited supply! Get yours at http://claim-reward.net/claim,spam
Your account has been detected for suspicious activity. Verify here: http://freeitems.online/claim,spam
Is this quest bugged for anyone else?,not_spam
"Just finished the main story, wow!",not_spam
Anyone got extra SneakyPete to sell?,not_spam
"Good game, team! :)",not_spam
Important: Account merge required. Log in to http://loot-claim.biz/claim to prevent deletion.,spam
WTB Dragon Scale PM offers.,not_spam
[TankMaster] LFG for NoobSlayer raid.,not_spam
Click here to get a rare mount instantly: http://win-cash.io/claim,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://secure-verify.org/claim,spam
How do I get to Lich King?,not_spam
That boss mechanics are insane.,not_spam
Security alert! Unauthorized login attempt. Change password at: http://discord-giveaway.com/claim,spam
Claim your free copy of RealmQuest here: http://loot-claim.biz/claim,spam
Security alert! Unauthorized login attempt. Change password at: http://freegold.ru/claim,spam
Welcome new members!,not_spam
My friend made this awesome guide! It's at http://game-event.co/claim,spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://account-verify.net/claim,spam
Anyone wanna do a dungeon run?,not_spam
Important: Account merge required. Log in to http://win-cash.io/claim to prevent deletion.,spam
Anyone need invites to the guild bank?,not_spam
Trade: I have GGWP for sale.,not_spam
New game beta keys! Limited supply! Get yours at http://game-event.co/claim,spam
Best hack tool for unlimited items! Download now: http://win-cash.io/claim,spam
Important: Account merge required. Log in to http://game-event.co/claim to prevent deletion.,spam
We found a bug that gives items. DM the link http://loot-claim.biz/claim to get it.,spam
Report SneakyPete for griefing.,not_spam
Selling rare mount. Whisper me.,not_spam
Reset your password here now: http://freegold.ru/claim,spam
Legendary item giveaway! Only 100 left! Visit: claim-reward.net,spam
Free gold for everyone! Click here to claim: http://secure-verify.org/claim,spam
LOL that was hilarious.,not_spam
Click here to get a rare mount instantly: claim-reward.net,spam
Cash prizes for top players! Register now: http://account-verify.net/claim,spam
Your account has been detected for suspicious activity. Verify here: http://discord-giveaway.com/claim,spam
?,not_spam
Your account has been detected for suspicious activity. Verify here: http://game-event.co/claim,spam
any1 up for PvP?,not_spam
Get 99999 gold for free! Join our discord: freeitems.online,spam
Free gold for everyone! Click here to claim: http://gamekeys.xyz/claim,spam
What's the lore behind this zone?,not_spam
ok,not_spam
We found a bug that gives items. DM the link http://account-verify.net/claim to get it.,spam
Win $1000 playing RealmQuest! Enter here: http://game-event.co/claim,spam
Official patch download: http://secure-verify.org/claim,spam
Report GGWP for griefing.,not_spam
Verify to claim your reward: http://freegold.ru/claim,spam
Legendary item giveaway! Only 100 left! Visit: http://game-event.co/claim,spam
"Nice transmog, dude!",not_spam
Security alert! Unauthorized login attempt. Change password at: http://secure-verify.org/claim,spam
Where's the best place to farm TankMaster?,not_spam
My friend made this awesome guide! It's at http://discord-giveaway.com/claim,spam
Get 99999 gold for free! Join our discord: http://freegold.ru/claim,spam
"Hey, check out this cool new fan site for Valoria! http://win-cash.io/claim",spam
LFG for Azeron raid.,not_spam
Who wants to 1v1?,not_spam
lag,not_spam
I need 5 more Crimson Hydra for the crafting recipe.,not_spam
Get free Azeron with this program: http://gamekeys.xyz/claim,spam
Need help with EclipseOnline boss.,not_spam
Your account has been detected for suspicious activity. Verify here: http://gamekeys.xyz/claim,spam
[GGWP] Who wants to 1v1?,not_spam
"Hey everyone, how's it going?",not_spam
Join our private giveaway at http://discord-giveaway.com/claim — winners announced soon!,spam
Can anyone help me with this quest? :),not_spam
New game beta keys! Limited supply! Get yours at http://game-event.co/claim,spam
Is anyone else having trouble with the game? This site helped me: http://account-verify.net/claim,spam
Win $1000 playing RealmQuest! Enter here: http://secure-verify.org/claim,spam
Can someone carry me through Lich King?,not_spam
What's everyone doing tonight?,not_spam
Auction house prices are crazy today.,not_spam
nice,not_spam
Join our private giveaway at game-event.co — winners announced soon!,spam
Click here to get a rare mount instantly: http://account-verify.net/claim,spam
Reset your password here now: http://win-cash.io/claim,spam
"Hey, check out this cool new fan site for Valoria! http://gamekeys.xyz/claim",spam
"Hello player, this is official support. Your account is at risk. Visit: secure-verify.org",spam
Follow this to recover your lost skins: account-verify.net,spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://freegold.ru/claim,spam
Reminder: Flasks for raid!,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://account-verify.net/claim,spam
Follow this to recover your lost skins: http://discord-giveaway.com/claim,spam
"Due to server issues, we need to verify your password. Go to: http://freegold.ru/claim",spam
...,not_spam
... :),not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://game-event.co/claim,spam
That boss mechanics are insane.,not_spam
New game beta keys! Limited supply! Get yours at http://loot-claim.biz/claim,spam
Legendary item giveaway! Only 100 left! Visit: http://claim-reward.net/claim,spam
"Nice transmog, dude!",not_spam
"Good game, team!",not_spam
Trade: I have SneakyPete for sale.,not_spam
What's the lore behind this zone?,not_spam
Claim your free copy of EclipseOnline here: secure-verify.org,spam
Get free Azeron with this program: win-cash.io,spam
yep,not_spam
Anyone need invites to the guild bank?,not_spam
Click here to get a rare mount instantly: account-verify.net,spam
Your account has been temporarily suspended. Appeal here: http://game-event.co/claim,spam
lag,not_spam
Who wants to 1v1?,not_spam
LFG for TankMaster raid. :),not_spam
Can someone carry me through Shadow Drake?,not_spam
LOL that was hilarious.,not_spam
"Nice transmog, dude!",not_spam
?,not_spam
Trade: I have Shadowlands for sale.,not_spam
"Due to server issues, we need to verify your password. Go to: http://discord-giveaway.com/claim",spam
Join our private giveaway at http://claim-reward.net/claim — winners announced soon!,spam
"Nice transmog, dude!",not_spam
Where's the best place to farm Potion? :),not_spam
Win $1000 playing Shadowlands! Enter here: http://secure-verify.org/claim,spam
Is this quest bugged for anyone else?,not_spam
My friend made this awesome guide! It's at http://account-verify.net/claim,spam
ok,not_spam
Report Healer69 for griefing.,not_spam
That boss mechanics are insane.,not_spam
"Due to server issues, we need to verify your password. Go to: http://freegold.ru/claim",spam
Where's the best place to farm Epic Sword?,not_spam
We found a bug that gives items. DM the link http://secure-verify.org/claim to get it.,spam
Your account has been detected for suspicious activity. Verify here: http://loot-claim.biz/claim,spam
brb,not_spam
Legendary item giveaway! Only 100 left! Visit: http://win-cash.io/claim,spam
"Hey, check out this cool new fan site for HeroesFall! http://game-event.co/claim",spam
Is raid starting at 9 or 10?,not_spam
Where's the best place to farm TankMaster?,not_spam
Important: Account merge required. Log in to http://claim-reward.net/claim to prevent deletion.,spam
Follow this to recover your lost skins: http://claim-reward.net/claim,spam
?,not_spam
GG close game.,not_spam
Reminder: Flasks for raid!,not_spam
Get free Valoria with this program: gamekeys.xyz,spam
"Hello player, this is official support. Your account is at risk. Visit: http://loot-claim.biz/claim",spam
...,not_spam
Is anyone else having trouble with the game? This site helped me: http://secure-verify.org/claim,spam
Your account has been detected for suspicious activity. Verify here: http://loot-claim.biz/claim,spam
Win $1000 playing HeroesFall! Enter here: http://discord-giveaway.com/claim,spam
Cash prizes for top players! Register now: http://gamekeys.xyz/claim,spam
How do I get to ProCarry?,not_spam
Anyone wanna do a dungeon run?,not_spam
Cash prizes for top players! Register now: http://gamekeys.xyz/claim,spam
...,not_spam
"Hello player, this is official support. Your account is at risk. Visit: discord-giveaway.com",spam
Follow this to recover your lost skins: http://account-verify.net/claim,spam
seling rare mount. Whisper me.,not_spam
We found a bug that gives items. DM the link http://game-event.co/claim to get it.,spam
Best hack tool for unlimited items! Download now: http://freeitems.online/claim,spam
"I'm quitting, giving away all my items. First come, first served! http://account-verify.net/claim",spam
nice,not_spam
Our tank was amazing!,not_spam
Welcome new members!,not_spam
[TankMaster] Anyone need invites to the guild bank?,not_spam
Security alert! Unauthorized login attempt. Change password at: http://freegold.ru/claim,spam
I need 5 more Potion for the crafting recipe.,not_spam
New game beta keys! Limited supply! Get yours at http://account-verify.net/claim,spam
That boss mechanics are insane.,not_spam
Security alert! Unauthorized login attempt. Change password at: claim-reward.net,spam
Anyone need invites to the guild bank?,not_spam
"Good game, team!",not_spam
Who wants to 1v1?,not_spam
"Due to server issues, we need to verify your password. Go to: http://loot-claim.biz/claim",spam
Welcome new members! :),not_spam
...,not_spam
Win $1000 playing RealmQuest! Enter here: http://freegold.ru/claim,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://game-event.co/claim,spam
Best hack tool for unlimited items! Download now: http://secure-verify.org/claim,spam
Trade: I have Valoria for sale.,not_spam
"Nice transmog, dude!",not_spam
Important: Account merge required. Log in to http://freegold.ru/claim to prevent deletion.,spam
lag,not_spam
Your account has been detected for suspicious activity. Verify here: gamekeys.xyz,spam
"Good game, team!",not_spam
Is anyone else having trouble with the game? This site helped me: freeitems.online,spam
Unlock premium skins at http://gamekeys.xyz/claim,spam
GG close game.,not_spam
?,not_spam
Guild meeting tonight at 8 PM.,not_spam
Need a healer for the dungeon!,not_spam
ok,not_spam
Unlock premium skins at http://freeitems.online/claim,spam
Trade: I have TankMaster for sale. :),not_spam
Free gold for everyone! Click here to claim: account-verify.net,spam
Free gold for everyone! Click here to claim: http://claim-reward.net/claim pls,spam
My friend made this awesome guide! It's at http://freegold.ru/claim,spam
"Hello player, this is official support. Your account is at risk. Visit: http://freeitems.online/claim",spam
We found a bug that gives items. DM the link http://loot-claim.biz/claim to get it. pls,spam
"Due to server issues, we need to verify your password. Go to: http://account-verify.net/claim pls",spam
What's everyone doing tonight?,not_spam
"Due to server issues, we need to verify your password. Go to: http://game-event.co/claim",spam
Unlock premium skins at http://claim-reward.net/claim,spam
Unlock premium skins at http://account-verify.net/claim,spam
"Just finished the main story, wow!",not_spam
WTS GGWP for 100g.,not_spam
Your account has been detected for suspicious activity. Verify here: loot-claim.biz,spam
Anyone need invites to the guild bank? :),not_spam
Our tank was amazing!,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://freeitems.online/claim,spam
Reset your password here now: http://claim-reward.net/claim,spam
Auction house prices are crazy today.,not_spam
"Good game, team!",not_spam
Our tank was amazing!,not_spam
LOL that was hilarious.,not_spam
Official patch download: http://game-event.co/claim,spam
Get 99999 gold for free! Join our discord: http://loot-claim.biz/claim,spam
"Thanks for the help, guildies!",not_spam
Your account has been detected for suspicious activity. Verify here: http://discord-giveaway.com/claim,spam
"Nice transmog, dude!",not_spam
Unlock premium skins at http://game-event.co/claim,spam
New game beta keys! Limited supply! Get yours at discord-giveaway.com,spam
Legendary item giveaway! Only 100 left! Visit: http://freegold.ru/claim,spam
New game beta keys! Limited supply! Get yours at loot-claim.biz,spam
Get free Azeron with this program: http://discord-giveaway.com/claim,spam
Get free StormBringers with this program: http://account-verify.net/claim,spam
"Hey everyone, how's it going?",not_spam
"Thanks for the help, guildies!",not_spam
Verify to claim your reward: http://freeitems.online/claim pls,spam
yep,not_spam
Who wants to 1v1?,not_spam
Join our private giveaway at http://account-verify.net/claim — winners announced soon!,spam
Legendary item giveaway! Only 100 left! Visit: http://secure-verify.org/claim,spam
Cash prizes for top players! Register now: http://gamekeys.xyz/claim,spam
GG close game.,not_spam
"Due to server issues, we need to verify your password. Go to: http://claim-reward.net/claim",spam
What's the lore behind this zone?,not_spam
lag,not_spam
"Hello player, this is official support. Your account is at risk. Visit: http://discord-giveaway.com/claim",spam
Legendary item giveaway! Only 100 left! Visit: freegold.ru,spam
Need help with Crafting Mat boss.,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://discord-giveaway.com/claim,spam
Official patch download: http://discord-giveaway.com/claim,spam
GG close game.,not_spam
lag,not_spam
Get 99999 gold for free! Join our discord: loot-claim.biz,spam
"Just finished the main story, wow!",not_spam
Need a healer for the dungeon!,not_spam
Get free Shadowlands with this program: http://gamekeys.xyz/claim pls,spam
anyone up for PvP?,not_spam
Reset your password here now: http://secure-verify.org/claim,spam
Win $1000 playing Valoria! Enter here: http://discord-giveaway.com/claim,spam
"Hey, check out this cool new fan site for EclipseOnline! http://discord-giveaway.com/claim",spam
Can anyone help me with this quest?,not_spam
[ProCarry] anyone up for PvP?,not_spam
"Nice transmog, dude!",not_spam
Need help with Healer69 boss.,not_spam
Click here to get a rare mount instantly: http://win-cash.io/claim,spam
What's the lore behind this zone?,not_spam
no,not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://freegold.ru/claim,spam
"Just finished the main story, wow!",not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://freeitems.online/claim pls,spam
"Hey, check out this cool new fan site for StormBringers! http://gamekeys.xyz/claim",spam
What's everyone doing tonight?,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://freegold.ru/claim,spam
"Due to server issues, we need to verify your password. Go to: http://game-event.co/claim",spam
"Hello player, this is official support. Your account is at risk. Visit: http://game-event.co/claim",spam
WTB SneakyPete PM offers.,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://loot-claim.biz/claim,spam
Your account has been detected for suspicious activity. Verify here: http://win-cash.io/claim,spam
Cash prizes for top players! Register now: win-cash.io,spam
WTS Shadow Drake for 100g.,not_spam
"Thanks for the help, guildies!",not_spam
Is raid starting at 9 or 10?,not_spam
Welcome new members!,not_spam
[SneakyPete] LFG for Healer69 raid.,not_spam
Reminder: Flasks for raid!,not_spam
yep,not_spam
Win $1000 playing StormBringers! Enter here: http://account-verify.net/claim,spam
Win $1000 playing Valoria! Enter here: http://game-event.co/claim pls,spam
That boss mechanics are insane.,not_spam
Your account has been temporarily suspended. Appeal here: http://win-cash.io/claim,spam
?,not_spam
Our tank was amazing!,not_spam
Reset your password here now: http://win-cash.io/claim,spam
"I'm quitting, giving away all my items. First come, first served! http://discord-giveaway.com/claim",spam
"Good game, team!",not_spam
That boss mechanics are insane.,not_spam
any1 up for PvP?,not_spam
any1 wanna do a dungeon run?,not_spam
Can anyone help me with this quest?,not_spam
"Just finished the main story, wow!",not_spam
Is this quest bugged for anyone else? :),not_spam
"Hey everyone, how's it going?",not_spam
Get free Shadowlands with this program: http://claim-reward.net/claim,spam
Reset your password here now: http://win-cash.io/claim,spam
Legendary item giveaway! Only 100 left! Visit: http://freegold.ru/claim,spam
"I'm quitting, giving away all my items. First come, first served! http://freegold.ru/claim",spam
Click here to get a rare mount instantly: http://gamekeys.xyz/claim,spam
"I'm quitting, giving away all my items. First come, first served! http://freegold.ru/claim",spam
Welcome new members!,not_spam
Anyone queueing for arenas?,not_spam
Need help with Epic Sword boss.,not_spam
Best hack tool for unlimited items! Download now: http://account-verify.net/claim,spam
GG close game.,not_spam
Best hack tool for unlimited items! Download now: account-verify.net,spam
Report Valoria for griefing.,not_spam
Anyone need invites to the guild bank?,not_spam
Can someone carry me through Lich King's Crown?,not_spam
New game beta keys! Limited supply! Get yours at http://account-verify.net/claim,spam
How do I get to NoobSlayer?,not_spam
How do I get to Elder Wyrm?,not_spam
Click here to get a rare mount instantly: http://win-cash.io/claim,spam
"Nice transmog, dude!",not_spam
That boss mechanics are insane. :),not_spam
Is raid starting at 9 or 10?,not_spam
Get free Valoria with this program: http://gamekeys.xyz/claim,spam
no,not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://freeitems.online/claim,spam
Anyone wanna do a dungeon run?,not_spam
WTS Epic Sword for 100g.,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: discord-giveaway.com,spam
Your account has been detected for suspicious activity. Verify here: http://game-event.co/claim pls,spam
Important: Account merge required. Log in to freegold.ru to prevent deletion.,spam
afk,not_spam
Is anyone else having trouble with the game? This site helped me: http://account-verify.net/claim,spam
Security alert! Unauthorized login attempt. Change password at: http://claim-reward.net/claim,spam
WTB xXShadowXx PM offers.,not_spam
Click here to get a rare mount instantly: http://secure-verify.org/claim,spam
How do I get to Valoria?,not_spam
"Nice transmog, dude!",not_spam
Best hack tool for unlimited items! Download now: http://game-event.co/claim,spam
New game beta keys! Limited supply! Get yours at http://secure-verify.org/claim,spam
"I'm quitting, giving away all my items. First come, first served! http://account-verify.net/claim",spam
no,not_spam
Anyone got extra Phoenix Feather to sell?,not_spam
What's the lore behind this zone?,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://account-verify.net/claim,spam
Reminder: Flasks for raid!,not_spam
Who wants to 1v1?,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://freegold.ru/claim,spam
Selling rare mount. Whisper me. :),not_spam
?,not_spam
Security alert! Unauthorized login attempt. Change password at: http://freeitems.online/claim,spam
Official patch download: http://freegold.ru/claim,spam
"Hey everyone, how's it going?",not_spam
We found a bug that gives items. DM the link http://secure-verify.org/claim to get it.,spam
anyone up for PvP?,not_spam
Selling rare mount. Whisper me.,not_spam
"Good game, team!",not_spam
Important: Account merge required. Log in to http://game-event.co/claim to prevent deletion.,spam
"Due to server issues, we need to verify your password. Go to: http://freeitems.online/claim",spam
Free gold for everyone! Click here to claim: http://secure-verify.org/claim,spam
Cash prizes for top players! Register now: http://freeitems.online/claim,spam
Reset your password here now: http://win-cash.io/claim,spam
Click here to get a rare mount instantly: http://win-cash.io/claim,spam
Is raid starting at 9 or 10?,not_spam
LFG for Mystic Ore raid.,not_spam
Is anyone else having trouble with the game? This site helped me: secure-verify.org,spam
Is anyone else having trouble with the game? This site helped me: http://loot-claim.biz/claim,spam
My friend made this awesome guide! It's at http://win-cash.io/claim,spam
Claim your free copy of Azeron here: http://account-verify.net/claim,spam
Trade: I have Potion for sale.,not_spam
I need 5 more Lich King's Crown for the crafting recipe.,not_spam
"I'm quitting, giving away all my items. First come, first served! http://secure-verify.org/claim",spam
New game beta keys! Limited supply! Get yours at http://discord-giveaway.com/claim,spam
Your account has been detected for suspicious activity. Verify here: http://freegold.ru/claim,spam
GM_Alert: You have violated terms of service. Follow instructions at: freegold.ru,spam
Our tank was amazing! :),not_spam
Guild meeting tonight at 8 PM.,not_spam
Is raid starting at 9 or 10?,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: freegold.ru,spam
We found a bug that gives items. DM the link http://account-verify.net/claim to get it.,spam
LOL that was hilarious.,not_spam
Reset your password here now: http://account-verify.net/claim,spam
Join our private giveaway at http://claim-reward.net/claim — winners announced soon!,spam
Free gold for everyone! Click here to claim: http://loot-claim.biz/claim,spam
Free gold for everyone! Click here to claim: http://loot-claim.biz/claim,spam
"Due to server issues, we need to verify your password. Go to: http://claim-reward.net/claim",spam
We found a bug that gives items. DM the link secure-verify.org to get it.,spam
"Just finished the main story, wow!",not_spam
"Hey everyone, how's it going?",not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://gamekeys.xyz/claim,spam
Anyone queueing for arenas?,not_spam
Where's the best place to farm Crimson Hydra?,not_spam
Join our private giveaway at http://gamekeys.xyz/claim — winners announced soon!,spam
Anyone need invites to the guild bank?,not_spam
yep,not_spam
Reset your password here now: account-verify.net,spam
Who wants to 1v1?,not_spam
Official patch download: http://freeitems.online/claim,spam
Important: Account merge required. Log in to http://claim-reward.net/claim to prevent deletion.,spam
Reset your password here now: http://discord-giveaway.com/claim pls,spam
yep,not_spam
... :),not_spam
Your account has been detected for suspicious activity. Verify here: http://freegold.ru/claim pls,spam
Can someone carry me through NoobSlayer?,not_spam
Anyone wanna do a dungeon run?,not_spam
Guild meeting tonight at 8 PM.,not_spam
ok,not_spam
Anyone wanna do a dungeon run?,not_spam
Join our private giveaway at http://gamekeys.xyz/claim — winners announced soon!,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://gamekeys.xyz/claim pls,spam
Verify to claim your reward: http://claim-reward.net/claim pls,spam
Our tank was amazing!,not_spam
Official patch download: http://win-cash.io/claim,spam
Anyone got extra SneakyPete to sell?,not_spam
Free gold for everyone! Click here to claim: http://game-event.co/claim,spam
Anyone queueing for arenas?,not_spam
Unlock premium skins at http://account-verify.net/claim,spam
[xXShadowXx] Can someone carry me through Shadow Drake?,not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://win-cash.io/claim,spam
That boss mechanics are insane.,not_spam
Security alert! Unauthorized login attempt. Change password at: http://loot-claim.biz/claim,spam
My friend made this awesome guide! It's at http://account-verify.net/claim,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://account-verify.net/claim,spam
anyone up for PvP?,not_spam
"Just finished the main story, wow!",not_spam
afk,not_spam
Win $1000 playing Valoria! Enter here: http://game-event.co/claim,spam
New game beta keys! Limited supply! Get yours at http://claim-reward.net/claim,spam
We found a bug that gives items. DM the link http://discord-giveaway.com/claim to get it.,spam
Who wants to 1v1?,not_spam
afk,not_spam
...,not_spam
...,not_spam
Legendary item giveaway! Only 100 left! Visit: http://freegold.ru/claim,spam
"Due to server issues, we need to verify your password. Go to: http://freeitems.online/claim pls",spam
Best hack tool for unlimited items! Download now: http://discord-giveaway.com/claim,spam
Who wants to 1v1?,not_spam
We found a bug that gives items. DM the link http://freegold.ru/claim to get it.,spam
Anyone need invites to the guild bank?,not_spam
Important: Account merge required. Log in to http://game-event.co/claim to prevent deletion.,spam
lag,not_spam
Security alert! Unauthorized login attempt. Change password at: http://discord-giveaway.com/claim,spam
Anyone queueing for arenas?,not_spam
"Nice transmog, dude!",not_spam
Cash prizes for top players! Register now: http://secure-verify.org/claim,spam
"Hey, check out this cool new fan site for HeroesFall! secure-verify.org pls",spam
afk,not_spam
Is this quest bugged for anyone else?,not_spam
? :),not_spam
afk,not_spam
Reset your password here now: http://game-event.co/claim,spam
New game beta keys! Limited supply! Get yours at http://secure-verify.org/claim pls,spam
"Thanks for the halp, guildies!",not_spam
I need 5 more xXShadowXx for the crafting recipe.,not_spam
Reset your password here now: http://gamekeys.xyz/claim,spam
That boss mechanics are insane.,not_spam
I need 5 more TankMaster for the crafting recipe.,not_spam
Your account has been temporarily suspended. Appeal here: http://freeitems.online/claim,spam
Reset your password here now: discord-giveaway.com,spam
Free gold for everyone! Click here to claim: http://gamekeys.xyz/claim pls,spam
"Due to server issues, we need to verify your password. Go to: http://game-event.co/claim",spam
Best hack tool for unlimited items! Download now: http://freegold.ru/claim,spam
Is anyone else having trouble with the game? This site helped me: http://gamekeys.xyz/claim,spam
Anyone need invites to the guild bank?,not_spam
"Hey, check out this cool new fan site for HeroesFall! http://account-verify.net/claim",spam
Is raid starting at 9 or 10?,not_spam
"I'm quitting, giving away all my items. First come, first served! http://account-verify.net/claim",spam
?,not_spam
New game beta keys! Limited supply! Get yours at http://freeitems.online/claim,spam
What's everyone doing tonight? :),not_spam
Join our private giveaway at http://gamekeys.xyz/claim — winners announced soon!,spam
Where's the best place to farm Valoria?,not_spam
...,not_spam
Anyone wanna do a dungeon run?,not_spam
Free gold for everyone! Click here to claim: http://freegold.ru/claim pls,spam
WTS Phoenix Feather for 100g.,not_spam
Win $1000 playing Azeron! Enter here: http://loot-claim.biz/claim,spam
"Hey, check out this cool new fan site for Azeron! gamekeys.xyz",spam
Your account has been detected for suspicious activity. Verify here: http://win-cash.io/claim,spam
Your account has been detected for suspicious activity. Verify here: http://win-cash.io/claim,spam
